"Medicare Part B Brand, Generic and Manufacturer Information",,,,
,,,,
Medicare Billing Code (HCPCS Code),Drug Description,Brand Name,Generic Name,Manufacturer
J2543,"Injection, piperacillin sodium/tazobactam sodium, 1 gram/0.125 grams (1.125 grams)",Piperacillin-Tazobactam,Piperacillin Sodium/Tazobactam,Sandoz
J2543,"Injection, piperacillin sodium/tazobactam sodium, 1 gram/0.125 grams (1.125 grams)",Piperacillin-Tazobactam,Piperacillin Sodium/Tazobactam,Sandoz/Novaplus
J2543,"Injection, piperacillin sodium/tazobactam sodium, 1 gram/0.125 grams (1.125 grams)",Piperacillin-Tazobactam,Piperacillin Sodium/Tazobactam,WG Critical Car
J2543,"Injection, piperacillin sodium/tazobactam sodium, 1 gram/0.125 grams (1.125 grams)",Zosyn,Piperacillin Sodium/Tazobactam,Pfizer/Novaplus
J2543,"Injection, piperacillin sodium/tazobactam sodium, 1 gram/0.125 grams (1.125 grams)",Zosyn,Piperacillin Sodium/Tazobactam,Wyeth Pharm
J2543,"Injection, piperacillin sodium/tazobactam sodium, 1 gram/0.125 grams (1.125 grams)",Zosyn,Piperacillin Sodium/Tazobactam,Wyeth Pharmeu
J2543,"Injection, piperacillin sodium/tazobactam sodium, 1 gram/0.125 grams (1.125 grams)",Zosyn,"Piperacillin-Tazo-Dextrose,Iso",Pfizer/Novaplus
J2543,"Injection, piperacillin sodium/tazobactam sodium, 1 gram/0.125 grams (1.125 grams)",Zosyn,"Piperacillin-Tazo-Dextrose,Iso",Wyeth Pharm
J2545,"Pentamidine isethionate, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per 300 mg",Nebupent,Pentamidine Isethionate,APP/Fresenius K
J2550,"Injection, promethazine hcl, up to 50 mg",Phenergan,Promethazine HCL,A-S Medication
J2550,"Injection, promethazine hcl, up to 50 mg",Phenergan,Promethazine HCL,"West-Ward, Inc."
J2550,"Injection, promethazine hcl, up to 50 mg",Promethazine HCL,Promethazine HCL,A-S Medication
J2550,"Injection, promethazine hcl, up to 50 mg",Promethazine HCL,Promethazine HCL,Baxter/Novaplus
J2550,"Injection, promethazine hcl, up to 50 mg",Promethazine HCL,Promethazine HCL,Teva Parenteral
J2550,"Injection, promethazine hcl, up to 50 mg",Promethazine HCL,Promethazine HCL,"West-Ward, Inc."
J2550,"Injection, promethazine hcl, up to 50 mg",Promethazine HCL,Promethazine HCL,X-Gen Pharmeu
J2562,"Injection, plerixafor, 1 mg",Mozobil,Plerixafor,Sanofi-Aventis
J2597,"Injection, desmopressin acetate, per 1 mcg",Ddavp,Desmopressin Acetate,Ferring Ph Inc
J2597,"Injection, desmopressin acetate, per 1 mcg",Desmopressin Acetate,Desmopressin Acetate,Amring Pharme
J2597,"Injection, desmopressin acetate, per 1 mcg",Desmopressin Acetate,Desmopressin Acetate,Ferring Ph Inc
J2597,"Injection, desmopressin acetate, per 1 mcg",Desmopressin Acetate,Desmopressin Acetate,Hospira
J2597,"Injection, desmopressin acetate, per 1 mcg",Desmopressin Acetate,Desmopressin Acetate,Sun Pharmeuti
J2597,"Injection, desmopressin acetate, per 1 mcg",Desmopressin Acetate,Desmopressin Acetate,Teva Parenteral
J2675,"Injection, progesterone, per 50 mg",Progesterone,Progesterone,APP/Fresenius K
J2675,"Injection, progesterone, per 50 mg",Progesterone,Progesterone,"West-Ward, Inc."
J2675,"Injection, progesterone, per 50 mg",Progesterone In Oil,Progesterone,Actavis Pharma
J2675,"Injection, progesterone, per 50 mg",Progesterone In Oil,Progesterone,Amer. Regent
J2680,"Injection, fluphenazine decanoate, up to 25 mg",Fluphenazine Decanoate,Fluphenazine Decanoate,APP/Fresenius K
J2680,"Injection, fluphenazine decanoate, up to 25 mg",Fluphenazine Decanoate,Fluphenazine Decanoate,Par Pharm.
J2690,"Injection, procainamide hcl, up to 1 gm",Procainamide HCL,Procainamide HCL,Hospira
J2700,"Injection, oxacillin sodium, up to 250 mg",Oxacillin,Oxacillin In Dextrose(Iso-Osm),Baxter Healthca
J2700,"Injection, oxacillin sodium, up to 250 mg",Oxacillin Sodium,Oxacillin Sodium,Sagent Pharme
J2700,"Injection, oxacillin sodium, up to 250 mg",Oxacillin Sodium,Oxacillin Sodium,Sagent/Premierp
J2700,"Injection, oxacillin sodium, up to 250 mg",Oxacillin Sodium,Oxacillin Sodium,Sandoz
J2700,"Injection, oxacillin sodium, up to 250 mg",Oxacillin Sodium,Oxacillin Sodium,Sandoz/Novaplus
J2704,"Injection, propofol, 10 mg",Diprivan,Propofol,APP/Fresenius K
J2704,"Injection, propofol, 10 mg",Diprivan,Propofol,APP/Novaplus
J2704,"Injection, propofol, 10 mg",Propofol,Propofol,APP/Fresenius K
J2704,"Injection, propofol, 10 mg",Propofol,Propofol,APP/Novaplus
J2704,"Injection, propofol, 10 mg",Propofol,Propofol,Actavis Pharma
J2704,"Injection, propofol, 10 mg",Propofol,Propofol,Hospira
J2704,"Injection, propofol, 10 mg",Propofol,Propofol,Sagent Pharme
J2704,"Injection, propofol, 10 mg",Propofol,Propofol,Teva Parenteral
J2720,"Injection, protamine sulfate, per 10 mg",Protamine Sulfate,Protamine Sulfate,APP/Fresenius K
J2720,"Injection, protamine sulfate, per 10 mg",Protamine Sulfate,Protamine Sulfate,APP/Novaplus
J2724,"Injection, protein c concentrate, intravenous, human, 10 iu",Ceprotin,"Protein C, Human",Baxalta US Inc.
J2760,"Injection, phentolamine mesylate, up to 5 mg",,,
J2765,"Injection, metoclopramide hcl, up to 10 mg",Metoclopramide HCL,Metoclopramide HCL,Bd Rx Inc./APP
J2765,"Injection, metoclopramide hcl, up to 10 mg",Metoclopramide HCL,Metoclopramide HCL,Heritage Pharma
J2765,"Injection, metoclopramide hcl, up to 10 mg",Metoclopramide HCL,Metoclopramide HCL,Hospira
J2765,"Injection, metoclopramide hcl, up to 10 mg",Metoclopramide HCL,Metoclopramide HCL,Novaplus/Teva
J2765,"Injection, metoclopramide hcl, up to 10 mg",Metoclopramide HCL,Metoclopramide HCL,Teva Parenteral
J2770,"Injection, quinupristin/dalfopristin, 500 mg (150/350)",Synercid,Quinupristin/Dalfopristin,Pfizer US Pharm
J2778,"Injection, ranibizumab, 0.1 mg",Lucentis,Ranibizumab,"Genentech, Inc."
J2780,"Injection, ranitidine hydrochloride, 25 mg",Ranitidine HCL,Ranitidine HCL,Zydus Pharmeu
J2780,"Injection, ranitidine hydrochloride, 25 mg",Zantac,Ranitidine HCL,Covis/Teligent
J2783,"Injection, rasburicase, 0.5 mg",Elitek,Rasburicase,Sanofi-Aventis
J2785,"Injection, regadenoson, 0.1 mg",Lexiscan,Regadenoson,Astellas Pharma
J2790,"Injection, rho d immune globulin, human, full dose, 300 micrograms (1500 i.u.)",Hyperrho S-D,Rho(D) Immune Globulin,Grifols Therape
J2790,"Injection, rho d immune globulin, human, full dose, 300 micrograms (1500 i.u.)",Rhogam Ultra-Filtered Plus,Rho(D) Immune Globulin,Kedrion Biophar
J2791,"Injection, rho(d) immune globulin (human), (rhophylac), intramuscular or intravenous, 100 iu",Rhophylac,Rho(D) Immune Globulin,CSL Behring LLC
J2792,"Injection, rho d immune globulin, intravenous, human, solvent detergent, 100 iu",Winrho SDf,Rho(D) Immune Globulin/Maltose,Emergent Biosol
J2794,"Injection, risperidone, long acting, 0.5 mg",Risperdal Consta,Risperidone Microspheres,Janssen Pharm.
J2795,"Injection, ropivacaine hydrochloride, 1 mg",Naropin,Ropivacaine HCL/PF,APP/Fresenius K
J2795,"Injection, ropivacaine hydrochloride, 1 mg",Naropin,Ropivacaine HCL/PF,APP/Novaplus
J2795,"Injection, ropivacaine hydrochloride, 1 mg",Naropin,Ropivacaine HCL/PF,APP/Premierpro
J2795,"Injection, ropivacaine hydrochloride, 1 mg",Ropivacaine HCL,Ropivacaine HCL/PF,Hospira
J2795,"Injection, ropivacaine hydrochloride, 1 mg",Ropivacaine HCL,Ropivacaine HCL/PF,Sagent Pharme
J2795,"Injection, ropivacaine hydrochloride, 1 mg",Ropivacaine HCL,Ropivacaine HCL/PF,Sandoz
J2796,"Injection, romiplostim, 10 micrograms",NPlate,Romiplostim,Amgen
J2800,"Injection, methocarbamol, up to 10 ml",Methocarbamol,Methocarbamol,Mylan Instituti
J2800,"Injection, methocarbamol, up to 10 ml",Robaxin,Methocarbamol,"West-Ward, Inc."
J2805,"Injection, sincalide, 5 micrograms",Kinevac,Sincalide,Bracco Diag
J2820,"Injection, sargramostim (gm-csf), 50 mcg",Leukine,Sargramostim,Genzyme
J2820,"Injection, sargramostim (gm-csf), 50 mcg",Leukine,Sargramostim,Sanofi-Aventis
J2850,"Injection, secretin, synthetic, human, 1 microgram",Chirhostim,Secretin Acetate (Human),"Chirhoclin, Inc"
J2916,"Injection, sodium ferric gluconate complex in sucrose injection, 12.5 mg",Ferrlecit,Sodium Ferric Gluconat/Sucrose,Sanofi-Aventis
J2916,"Injection, sodium ferric gluconate complex in sucrose injection, 12.5 mg",Ferrlecit,Sodium Ferric Gluconat/Sucrose,Sanofi/Premierp
J2916,"Injection, sodium ferric gluconate complex in sucrose injection, 12.5 mg",Sod Ferric Gluconate Complex,Sodium Ferric Gluconat/Sucrose,Actavis/Allerga
J2916,"Injection, sodium ferric gluconate complex in sucrose injection, 12.5 mg",Sod Ferric Gluconate Complex,Sodium Ferric Gluconat/Sucrose,Novaplus/Teva
J2916,"Injection, sodium ferric gluconate complex in sucrose injection, 12.5 mg",Sod Ferric Gluconate Complex,Sodium Ferric Gluconat/Sucrose,"West-Ward, Inc."
J2920,"Injection, methylprednisolone sodium succinate, up to 40 mg",MethylprednIsolone Sodium Succ,MethylprednIsolone Sod Succ,APP/Fresenius K
J2920,"Injection, methylprednisolone sodium succinate, up to 40 mg",Solu-Medrol,MethylprednIsolone Sod Succ/PF,A-S Medication
J2920,"Injection, methylprednisolone sodium succinate, up to 40 mg",Solu-Medrol,MethylprednIsolone Sod Succ/PF,Pfizer US Pharm
J2920,"Injection, methylprednisolone sodium succinate, up to 40 mg",Solu-Medrol,MethylprednIsolone Sod Succ/PF,Pfizer/Novaplus
J2930,"Injection, methylprednisolone sodium succinate, up to 125 mg",MethylprednIsolone Sodium Succ,MethylprednIsolone Sod Succ,APP/Fresenius K
J2930,"Injection, methylprednisolone sodium succinate, up to 125 mg",Solu-Medrol,MethylprednIsolone Sod Succ,Pharmia/Upjhn
J2930,"Injection, methylprednisolone sodium succinate, up to 125 mg",Solu-Medrol,MethylprednIsolone Sod Succ/PF,A-S Medication
J2930,"Injection, methylprednisolone sodium succinate, up to 125 mg",Solu-Medrol,MethylprednIsolone Sod Succ/PF,Pfizer US Pharm
J2930,"Injection, methylprednisolone sodium succinate, up to 125 mg",Solu-Medrol,MethylprednIsolone Sod Succ/PF,Pfizer/Novaplus
J2997,"Injection, alteplase recombinant, 1 mg",Activase,Alteplase,"Genentech, Inc."
J2997,"Injection, alteplase recombinant, 1 mg",Cathflo Activase,Alteplase,"Genentech, Inc."
J3010,"Injection, fentanyl citrate, 0.1 mg",Fentanyl Citrate,Fentanyl Citrate/PF,Akorn Inc.
J3010,"Injection, fentanyl citrate, 0.1 mg",Fentanyl Citrate,Fentanyl Citrate/PF,Hospira
J3010,"Injection, fentanyl citrate, 0.1 mg",Fentanyl Citrate,Fentanyl Citrate/PF,"West-Ward, Inc."
J3010,"Injection, fentanyl citrate, 0.1 mg",Sublimaze,Fentanyl Citrate/PF,Akorn Inc.
J3060,"Injection, taliglucerace alfa, 10 units",Elelyso,Taliglucerase Alfa,Pfizer US Pharm
J3070,"Injection, pentazocine, 30 mg",Talwin,Pentazocine Lactate,Hospira
J3095,"Injection, telavancin, 10 mg",Vibativ,Telavancin HCL,Astellas Pharma
J3095,"Injection, telavancin, 10 mg",Vibativ,Telavancin HCL,Theravance Biop
J3101,"Injection, tenecteplase, 1 mg",Tnkase,Tenecteplase,"Genentech, Inc."
J3105,"Injection, terbutaline sulfate, up to 1 mg",Terbutaline Sulfate,Terbutaline Sulfate,APP/Fresenius K
J3105,"Injection, terbutaline sulfate, up to 1 mg",Terbutaline Sulfate,Terbutaline Sulfate,"West-Ward, Inc."
J3121,"Injection, testosterone enanthate, 1 mg",Delatestryl,Testosterone Enanthate,Endo Pharm Inc.
J3121,"Injection, testosterone enanthate, 1 mg",Testosterone Enanthate,Testosterone Enanthate,Actavis Pharma
J3121,"Injection, testosterone enanthate, 1 mg",Testosterone Enanthate,Testosterone Enanthate,"West-Ward, Inc."
J3230,"Injection, chlorpromazine hcl, up to 50 mg",Chlorpromazine HCL,Chlorpromazine HCL,"West-Ward, Inc."
J3240,"Injection, thyrotropin alpha, 0.9 mg, provided in 1.1 mg vial",Thyrogen,Thyrotropin Alfa,Genzyme
J3243,"Injection, tigecycline, 1 mg",Tygacil,Tigecycline,Wyeth Pharm
J3250,"Injection, trimethobenzamide hcl, up to 200 mg",Tigan,Trimethobenzamide HCL,Par Pharmeuti
J3250,"Injection, trimethobenzamide hcl, up to 200 mg",Trimethobenzamide HCL,Trimethobenzamide HCL,Par Pharm.
J3260,"Injection, tobramycin sulfate, up to 80 mg",Tobramycin Sulfate,Tobramycin Sulfate,APP/Fresenius K
J3260,"Injection, tobramycin sulfate, up to 80 mg",Tobramycin Sulfate,Tobramycin Sulfate,APP/Novaplus
J3260,"Injection, tobramycin sulfate, up to 80 mg",Tobramycin Sulfate,Tobramycin Sulfate,Akorn Inc.
J3260,"Injection, tobramycin sulfate, up to 80 mg",Tobramycin Sulfate,Tobramycin Sulfate,Hospira
J3260,"Injection, tobramycin sulfate, up to 80 mg",Tobramycin Sulfate,Tobramycin Sulfate,Mylan Inst-Nova
J3260,"Injection, tobramycin sulfate, up to 80 mg",Tobramycin Sulfate,Tobramycin Sulfate,Mylan Instituti
J3260,"Injection, tobramycin sulfate, up to 80 mg",Tobramycin Sulfate,Tobramycin Sulfate,Teva Parenteral
J3260,"Injection, tobramycin sulfate, up to 80 mg",Tobramycin Sulfate,Tobramycin Sulfate,X-Gen Pharmeu
J3260,"Injection, tobramycin sulfate, up to 80 mg",Tobramycin Sulfate,Tobramycin Sulfate,X-Gen/Premierpr
J3262,"Injection, tocilizumab, 1 mg",Actemra,Tocilizumab,"Genentech, Inc."
J3285,"Injection, treprostinil, 1 mg",Remodulin,Treprostinil Sodium,United Therap
J3300,"Injection, triamcinolone acetonide, preservative free, 1 mg",Triesence,Triamcinolone Acetonide/PF,Alcon/Novartis
J3301,"Injection, triamcinolone acetonide, not otherwise specified, 10 mg",Kenalog,Triamcinolone Acetonide,A-S Medication
J3301,"Injection, triamcinolone acetonide, not otherwise specified, 10 mg",Kenalog-10,Triamcinolone Acetonide,A-S Medication
J3301,"Injection, triamcinolone acetonide, not otherwise specified, 10 mg",Kenalog-10,Triamcinolone Acetonide,BMS Primarycare
J3301,"Injection, triamcinolone acetonide, not otherwise specified, 10 mg",Kenalog-40,Triamcinolone Acetonide,A-S Medication
J3301,"Injection, triamcinolone acetonide, not otherwise specified, 10 mg",Kenalog-40,Triamcinolone Acetonide,BMS Primarycare
J3301,"Injection, triamcinolone acetonide, not otherwise specified, 10 mg",Triamcinolone Acetonide,Triamcinolone Acetonide,Sandoz
J3303,"Injection, triamcinolone hexacetonide, per 5mg",Aristospan,Triamcinolone Hexacetonide,Sandoz
J3315,"Injection, triptorelin pamoate, 3.75 mg",Trelstar,Triptorelin Pamoate,Actavis/Allerga
J3357,"Injection, ustekinumab, 1 mg",Stelara,Ustekinumab,Janssen Biotech
J3360,"Injection, diazepam, up to 5 mg",Diazepam,Diazepam,A-S Medication
J3360,"Injection, diazepam, up to 5 mg",Diazepam,Diazepam,Hospira
J3360,"Injection, diazepam, up to 5 mg",Diazepam,Diazepam,Hospira/Novaplu
J3370,"Injection, vancomycin hcl, 500 mg",Rifampin,Rifampin,Akorn Inc.
J3370,"Injection, vancomycin hcl, 500 mg",Vancomycin,Vancomycin HCL In Dextrose 5 %,Baxter Healthca
J3370,"Injection, vancomycin hcl, 500 mg",Vancomycin HCL,Vancomycin HCL,APP/Fresenius K
J3370,"Injection, vancomycin hcl, 500 mg",Vancomycin HCL,Vancomycin HCL,APP/Premierpro
J3370,"Injection, vancomycin hcl, 500 mg",Vancomycin HCL,Vancomycin HCL,Akorn Inc.
J3370,"Injection, vancomycin hcl, 500 mg",Vancomycin HCL,Vancomycin HCL,Hospira
J3370,"Injection, vancomycin hcl, 500 mg",Vancomycin HCL,Vancomycin HCL,Hospira/Novaplu
J3370,"Injection, vancomycin hcl, 500 mg",Vancomycin HCL,Vancomycin HCL,Mylan Inst-Nova
J3370,"Injection, vancomycin hcl, 500 mg",Vancomycin HCL,Vancomycin HCL,Mylan Instituti
J3370,"Injection, vancomycin hcl, 500 mg",Vancomycin HCL,Vancomycin HCL,Sagent Pharme
J3370,"Injection, vancomycin hcl, 500 mg",Vancomycin HCL,Vancomycin HCL In Dextrose 5 %,Baxter Healthca
J3370,"Injection, vancomycin hcl, 500 mg",Vancomycin HCL-0.9% NaCl,Vancomycin/0.9 % Sod Chloride,Baxter Healthca
J3370,"Injection, vancomycin hcl, 500 mg",Vancomycin HCL-D5W,Vancomycin HCL In Dextrose 5 %,Baxter Healthca
J3385,"Injection, velaglucerase alfa, 100 units",Vpriv,Velaglucerase Alfa,Shire US Inc.
J3396,"Injection, verteporfin, 0.1 mg",Visudyne,Verteporfin,Valeant
J3410,"Injection, hydroxyzine hcl, up to 25 mg",Hydroxyzine HCL,Hydroxyzine HCL,Amer. Regent
J3411,"Injection, thiamine hcl, 100 mg",Thiamine HCL,Thiamine HCL,APP/Fresenius K
J3411,"Injection, thiamine hcl, 100 mg",Thiamine HCL,Thiamine HCL,APP/Novaplus
J3411,"Injection, thiamine hcl, 100 mg",Thiamine HCL,Thiamine HCL,Mylan Instituti
J3415,"Injection, pyridoxine hcl, 100 mg",Pyridoxine HCL,Pyridoxine HCL (Vitamin B6),APP/Fresenius K
J3420,"Injection, vitamin b-12 cyanocobalamin, up to 1000 mcg",Cyanocobalamin Injection,Cyanocobalamin (Vitamin B-12),APP/Fresenius K
J3420,"Injection, vitamin b-12 cyanocobalamin, up to 1000 mcg",Cyanocobalamin Injection,Cyanocobalamin (Vitamin B-12),Amer. Regent
J3420,"Injection, vitamin b-12 cyanocobalamin, up to 1000 mcg",Cyanocobalamin Injection,Cyanocobalamin (Vitamin B-12),"West-Ward, Inc."
J3430,"Injection, phytonadione (vitamin k), per 1 mg",Vitamin K1,Phytonadione (Vit K1),Hospira
J3430,"Injection, phytonadione (vitamin k), per 1 mg",Vitamin K1,Phytonadione (Vit K1),Hospira/Novaplu
J3465,"Injection, voriconazole, 10 mg",Vfend IV,Voriconazole,Pfizer US Pharm
J3465,"Injection, voriconazole, 10 mg",Vfend IV,Voriconazole,Pfizer/Amerinet
J3465,"Injection, voriconazole, 10 mg",Vfend IV,Voriconazole,Pfizer/Novaplus
J3465,"Injection, voriconazole, 10 mg",Voriconazole,Voriconazole,Sandoz
J3471,"Injection, hyaluronidase, ovine, preservative free, per 1 usp unit (up to 999 usp units)",Vitrase,"Hyaluronidase,ovine",Valeant
J3473,"Injection, hyaluronidase, recombinant, 1 usp unit",Hylenex,"Hyaluronidase, Human Recomb.",Halozyme Inc
J3475,"Injection, magnesium sulfate, per 500 mg",Magnesium Sulfate,Magnesium Sulfate,APP/Fresenius K
J3475,"Injection, magnesium sulfate, per 500 mg",Magnesium Sulfate,Magnesium Sulfate,APP/Novaplus
J3475,"Injection, magnesium sulfate, per 500 mg",Magnesium Sulfate,Magnesium Sulfate,APP/Premierpro
J3475,"Injection, magnesium sulfate, per 500 mg",Magnesium Sulfate,Magnesium Sulfate,Amer. Regent
J3475,"Injection, magnesium sulfate, per 500 mg",Magnesium Sulfate,Magnesium Sulfate,Hospira
J3475,"Injection, magnesium sulfate, per 500 mg",Magnesium Sulfate,Magnesium Sulfate,X-Gen Pharmeu
J3480,"Injection, potassium chloride, per 2 meq",Dextrose 5%-Potassium Chloride,Potassium Chloride In D5W,Baxter Healthca
J3480,"Injection, potassium chloride, per 2 meq",Potassium Chl-Normal Saline,Potassium Chloride In 0.9%nacl,B.Braun
J3480,"Injection, potassium chloride, per 2 meq",Potassium Chl-Normal Saline,Potassium Chloride In 0.9%nacl,Baxter Healthca
J3480,"Injection, potassium chloride, per 2 meq",Potassium Chloride,Potassium Chloride,APP/Fresenius K
J3480,"Injection, potassium chloride, per 2 meq",Potassium Chloride,Potassium Chloride,B.Braun
J3480,"Injection, potassium chloride, per 2 meq",Potassium Chloride,Potassium Chloride,Baxter Healthca
J3480,"Injection, potassium chloride, per 2 meq",Potassium Chloride,Potassium Chloride,Hospira
J3480,"Injection, potassium chloride, per 2 meq",Potassium Chloride-NaCl,Potassium Chloride-0.45% NaCl,Baxter Healthca
J3489,"Injection, zoledronic acid, 1 mg",Reclast,Zoledronic Acid/Mannitol-Water,Novartis
J3489,"Injection, zoledronic acid, 1 mg",Zoledronic Acid,Zoledronic Acid,APP/Fresenius K
J3489,"Injection, zoledronic acid, 1 mg",Zoledronic Acid,Zoledronic Acid,Actavis Pharma
J3489,"Injection, zoledronic acid, 1 mg",Zoledronic Acid,Zoledronic Acid,Akorn Inc.
J3489,"Injection, zoledronic acid, 1 mg",Zoledronic Acid,Zoledronic Acid,Dr.Reddy's Lab
J3489,"Injection, zoledronic acid, 1 mg",Zoledronic Acid,Zoledronic Acid,Heritage Pharma
J3489,"Injection, zoledronic acid, 1 mg",Zoledronic Acid,Zoledronic Acid,Mylan Instituti
J3489,"Injection, zoledronic acid, 1 mg",Zoledronic Acid,Zoledronic Acid,Par Pharm.
J3489,"Injection, zoledronic acid, 1 mg",Zoledronic Acid,Zoledronic Acid,Sagent Pharme
J3489,"Injection, zoledronic acid, 1 mg",Zoledronic Acid,Zoledronic Acid,Sagent/Premierp
J3489,"Injection, zoledronic acid, 1 mg",Zoledronic Acid,Zoledronic Acid,Sun Pharma Glob
J3489,"Injection, zoledronic acid, 1 mg",Zoledronic Acid,Zoledronic Acid,"West-Ward, Inc."
J3489,"Injection, zoledronic acid, 1 mg",Zoledronic Acid,Zoledronic Acid/Mannitol-Water,Dr.Reddy's Lab
J3489,"Injection, zoledronic acid, 1 mg",Zoledronic Acid,Zoledronic Acid/Mannitol-Water,Heritage Pharma
J3489,"Injection, zoledronic acid, 1 mg",Zoledronic Acid,Zoledronic Acid/Mannitol-Water,Par Pharm.
J3489,"Injection, zoledronic acid, 1 mg",Zoledronic Acid,Zoledronic Acid/Mannitol-Water,Sagent Pharme
J3489,"Injection, zoledronic acid, 1 mg",Zoledronic Acid,Zoledronic Acid/Mannitol-Water,Sagent/Novaplus
J3489,"Injection, zoledronic acid, 1 mg",Zoledronic Acid,Zoledronic Acid/Mannitol-Water,Sagent/Premierp
J3489,"Injection, zoledronic acid, 1 mg",Zometa,Zoledronic Acid,Novartis
J3489,"Injection, zoledronic acid, 1 mg",Zometa,Zoledronic Acid/Mannitol-Water,Novartis
J7030,"Infusion, normal saline solution , 1000 cc",Sodium Chloride,0.9 % Sodium Chloride,APP/Fresenius K
J7030,"Infusion, normal saline solution , 1000 cc",Sodium Chloride,0.9 % Sodium Chloride,B.Braun
J7030,"Infusion, normal saline solution , 1000 cc",Sodium Chloride,0.9 % Sodium Chloride,Baxter Healthca
J7030,"Infusion, normal saline solution , 1000 cc",Sodium Chloride,0.9 % Sodium Chloride,Hospira
J7040,"Infusion, normal saline solution, sterile (500 ml=1 unit)",Sodium Chloride,0.9 % Sodium Chloride,APP/Fresenius K
J7040,"Infusion, normal saline solution, sterile (500 ml=1 unit)",Sodium Chloride,0.9 % Sodium Chloride,B.Braun
J7040,"Infusion, normal saline solution, sterile (500 ml=1 unit)",Sodium Chloride,0.9 % Sodium Chloride,Baxter Healthca
J7040,"Infusion, normal saline solution, sterile (500 ml=1 unit)",Sodium Chloride,0.9 % Sodium Chloride,Hospira
J7042,5% dextrose/normal saline (500 ml = 1 unit),Dextrose 5%-0.9% NaCl,Dextrose 5 % And 0.9 % NaCl,B.Braun
J7042,5% dextrose/normal saline (500 ml = 1 unit),Dextrose 5%-0.9% NaCl,Dextrose 5 % And 0.9 % NaCl,Hospira
J7050,"Infusion, normal saline solution , 250 cc",Sodium Chloride,0.9 % Sodium Chloride,APP/Fresenius K
J7050,"Infusion, normal saline solution , 250 cc",Sodium Chloride,0.9 % Sodium Chloride,B.Braun
J7050,"Infusion, normal saline solution , 250 cc",Sodium Chloride,0.9 % Sodium Chloride,Baxter Healthca
J7050,"Infusion, normal saline solution , 250 cc",Sodium Chloride,0.9 % Sodium Chloride,Hospira
J7060,5% dextrose/water (500 ml = 1 unit),Dextrose In Water,Dextrose 5 % In Water,B.Braun
J7060,5% dextrose/water (500 ml = 1 unit),Dextrose In Water,Dextrose 5 % In Water,Baxter Healthca
J7060,5% dextrose/water (500 ml = 1 unit),Dextrose In Water,Dextrose 5 % In Water,Hospira
J7070,"Infusion, d5w, 1000 cc",Dextrose In Water,Dextrose 5 % In Water,B.Braun
J7070,"Infusion, d5w, 1000 cc",Dextrose In Water,Dextrose 5 % In Water,Baxter Healthca
J7070,"Infusion, d5w, 1000 cc",Dextrose In Water,Dextrose 5 % In Water,Hospira
J7120,"Ringers lactate infusion, up to 1000 cc",Lactated Ringers,"Ringer's Solution,lactated",B.Braun
J7120,"Ringers lactate infusion, up to 1000 cc",Lactated Ringers,"Ringer's Solution,lactated",BMS Onco/Immun
J7120,"Ringers lactate infusion, up to 1000 cc",Lactated Ringers,"Ringer's Solution,lactated",Baxter Healthca
J7120,"Ringers lactate infusion, up to 1000 cc",Lactated Ringers,"Ringer's Solution,lactated",Hospira
J7180,"Injection, factor xiii (antihemophilic factor, human), 1 i.u.",Corifact,Factor XIII,"CSL Behring, Ll"
J7183,"Injection, von willebrand factor complex (human), wilate, 1 i.u. vwf:rco",Wilate,Antihemophilic Factor/VWF,OctaPharma USA
J7185,"Injection, factor viii (antihemophilic factor, recombinant) (xyntha), per i.u.",Xyntha,"Antihemoph.FVIII,b-Domain Del",Wyeth Pharm
J7185,"Injection, factor viii (antihemophilic factor, recombinant) (xyntha), per i.u.",Xyntha Solofuse,"Antihemoph.FVIII,b-Domain Del",Wyeth Pharm
J7186,"Injection, antihemophilic factor viii/von willebrand factor complex (human), per factor viii i.u.",Alphanate,Antihemophilic Factor/VWF,Grifols
J7187,"Injection, von willebrand factor complex (humate-p), per iu vwf:rco",Humate-P,Antihemophilic Factor/VWF,"CSL Behring, Ll"
J7189,"Factor viia (antihemophilic factor, recombinant), per 1 microgram",Novoseven RT,"Coagulation Factor VIIA,recomb",Novo Nordisk
J7190,"Factor viii (antihemophilic factor, human) per i.u.",Alphanate,Antihemophilic Factor/VWF,Grifols
J7190,"Factor viii (antihemophilic factor, human) per i.u.",Hemofil M,"Antihemophilic Factor, Human",Baxalta US Inc.
J7190,"Factor viii (antihemophilic factor, human) per i.u.",Koate-Dvi,"Antihemophilic Factor, Human",Kedrion Biophar
J7190,"Factor viii (antihemophilic factor, human) per i.u.",Monoclate-P,"Antihemophilic Factor, Human",CSL Behring LLC
J7192,"Factor viii (antihemophilic factor, recombinant) per i.u., not otherwise specified",Advate,"Antihemoph.FVIII,full Length",Baxalta US Inc.
J7192,"Factor viii (antihemophilic factor, recombinant) per i.u., not otherwise specified",Helixate Fs,"Antihemoph.FVIII,full Length",CSL Behring LLC
J7192,"Factor viii (antihemophilic factor, recombinant) per i.u., not otherwise specified",Kogenate Fs,"Antihemoph.FVIII,full Length","Bayer,Pharm Div"
J7192,"Factor viii (antihemophilic factor, recombinant) per i.u., not otherwise specified",Recombinate,"Antihemophilic Factor, Hum Rec",Baxalta US Inc.
